001	005	034	035	110	245	250	255	264	300	336	500	650	655	710	856	946
9911160523402124	20160830093520.0	1\\	a	24000	W1063000	W1061500	N0463000	N0462230							\\\\ $a (OCoLC)35366181 | \\\\ $9 AVQ5289UW | \\\\ $a (WU)3762469-uwmadisondb | \\\\ $a (OCoLC)35366181 $z (OCoLC)707361954 | \\\\ $a (OCoLC)ocm35366181  | \\\\ $a (EXLNZ-01UWI_NETWORK)999801349102121 | \\\\ $a (01UWI_ML)9911160523402124	2\\ $a Geological Survey (U.S.).	10 $a Photogeologic and reconnaissance geologic map of the Box Canyon Coulee and Sand Buttes quadrangles, Rosebud County, Montana / $c U.S. Department of the Interior, U.S. Geological Survey ; by R.B. Colton [and others] ; prepared in cooperation with the U.S. Bureau of Land Management and the Montana Bureau of Mines and Geology.		\\\\ $a Scale 1:24,000 ; $b polyconic projection $c (W 106°30ʹ00ʺ--W 106°15ʹ00ʺ/N 46°30ʹ00ʺ--N 46°22ʹ30ʺ).		\\\\ $a 1 map ; $c 58 x 80 cm, on sheet 81 x 107 cm, folded in envelope 30 x 24 cm.	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights. | \\\\ $a "Geology mapped 1979-1980."	\\0 $a Geology $z Montana $z Rosebud County $v Maps. | \\0 $a Aerial photography in geology $z Montana $z Rosebud County $v Maps. | \\7 $a Aerial photography in geology. $2 fast $0 (OCoLC)fst00798096 | \\7 $a Geology. $2 fast $0 (OCoLC)fst00940627	\\7 $a Maps. $2 fast $0 (OCoLC)fst01423704	1\\ $a United States. $b Bureau of Land Management. | 2\\ $a Montana Bureau of Mines and Geology.		
9911160603402124	20160822121214.0	1\\	a	250000	W1530000	W1500000	N0690000	N0680000							\\\\ $a (OCoLC)35813076 | \\\\ $9 AVS7015UW | \\\\ $a (WU)3784037-uwmadisondb | \\\\ $a (OCoLC)35813076 $z (OCoLC)707361992 | \\\\ $a (OCoLC)ocm35813076  | \\\\ $a (EXLNZ-01UWI_NETWORK)999803459702121 | \\\\ $a (01UWI_ML)9911160603402124	2\\ $a Geological Survey (U.S.).	10 $a Maps showing mineral resource assessment of the Chandler Lake quadrangle, Alaska / $c U.S. Department of the Interior, U.S. Geological Survey ; by S.E. Church, J.S. Kelley, and Diedra Bohn.		\\\\ $a Scale 1:250,000 ; $b Universal transverse Mercator projection $c (W 153°--W 150°/N 69°--N 68°).		\\\\ $a 2 maps on 1 sheet : $b color ; $c each 45 x 50 cm, sheet 112 x 87 cm, folded in envelope 30 x 24 cm + $e 1 pamphlet (37 pages : illustrations, map ; 28 cm).	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights. | \\\\ $a Includes 1 index map and 1 quadrangle location diagram.	\\0 $a Mines and mineral resources $z Alaska $z Chandler Lake Region $v Maps.				
9911160643402124	20160829012505.0	1\\	a	24000	W0781500	W0780730	N0363730	N0363000							\\\\ $a (OCoLC)35767094 | \\\\ $9 AVQ5365UW | \\\\ $a (WU)3762545-uwmadisondb | \\\\ $a (OCoLC)35767094 $z (OCoLC)707361984 | \\\\ $a (OCoLC)ocm35767094  | \\\\ $a (EXLNZ-01UWI_NETWORK)999801292302121 | \\\\ $a (01UWI_ML)9911160643402124	2\\ $a Geological Survey (U.S.).	10 $a Geologic map of the Bracey 7.5-minute quadrangle, Mecklenburg County, Virginia, and Warren County, North Carolina / $c U.S. Department of the Interior, U.S. Geological Survey ; by Paul E. Sacks.		\\\\ $a Scale 1:24,000 ; $b polyconic projection $c (W 78°15ʹ00ʺ--W 78°07ʹ30ʺ/N 36°37ʹ30ʺ--N 36°30ʹ00ʺ).		\\\\ $a 1 map ; $c 58 x 47 cm, on sheet 84 x 107 cm, folded in envelope 30 x 24 cm.	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights.	\\0 $a Geology $z Virginia $z Mecklenburg County $v Maps. | \\0 $a Geology $z North Carolina $z Warren County $v Maps. | \\7 $a Geology. $2 fast $0 (OCoLC)fst00940627	\\7 $a Maps. $2 fast $0 (OCoLC)fst01423704			
9911160653402124	20160829014758.0	1\\	a	48000	W0815000	W0812500	N0332500	N0330000							\\\\ $9 AVQ5460UW | \\\\ $a (OCoLC)ocm35801258 | \\\\ $a (WU)3762640-uwmadisondb | \\\\ $a (OCoLC)35801258 $z (OCoLC)707362378 | \\\\ $a (OCoLC)ocm35801258  | \\\\ $a (EXLNZ-01UWI_NETWORK)999801314202121 | \\\\ $a (01UWI_ML)9911160653402124	2\\ $a Geological Survey (U.S.).	10 $a Geologic map of the Savannah River site, Aiken, Allendale, and Barnwell counties, South Carolina / $c U.S. Department of the Interior, U.S. Geological Survey ; by David C. Prowell ; prepared in cooperation with the U.S. Department of Energy.		\\\\ $a Scale 1:48,000 ; $b South Carolina coordinate system projection $c (W 81°50ʹ--W 81°25ʹ/N 33°25ʹ--N 33°00ʹ).		\\\\ $a 1 map ; $c 96 x 82 cm, on sheet 127 x 102 cm, folded in envelope 30 x 24 cm + $e 1 pamphlet (7 pages ; 28 cm).	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights. | \\\\ $a Includes text, 1 inset map, 1 figure, 2 location maps, and 2 cross sections.	\\0 $a Geology $z South Carolina $z Savannah River Site $v Maps. | \\0 $a Geology $z South Carolina $z Aiken County $v Maps. | \\0 $a Geology $z South Carolina $z Allendale County $v Maps. | \\0 $a Geology $z South Carolina $z Barnwell County $v Maps. | \\7 $a Geology. $2 fast $0 (OCoLC)fst00940627	\\7 $a Maps. $2 fast $0 (OCoLC)fst01423704	1\\ $a United States. $b Department of Energy.	41 $u http://purl.access.gpo.gov/GPO/LPS102147 | 41 $u http://pubs.er.usgs.gov/publication/mf2300 $z View online version.	
9911160663402124	20160830092858.0	1\\	a	24000	W1051500	W1050730	N0372230	N0371500							\\\\ $a (OCoLC)35774233 | \\\\ $9 AVQ5370UW | \\\\ $a (WU)3762550-uwmadisondb | \\\\ $a (OCoLC)35774233 $z (OCoLC)707361975 | \\\\ $a (OCoLC)ocm35774233  | \\\\ $a (EXLNZ-01UWI_NETWORK)999801357202121 | \\\\ $a (01UWI_ML)9911160663402124	2\\ $a Geological Survey (U.S.).	10 $a Geologic map of the Trinchera Peak quadrangle, Costilla, Huerfano, and Las Animas counties, Colorado / $c U.S. Department of the Interior, U.S. Geological Survey ; by Alan R. Wallace and D.A. Lindsey.		\\\\ $a Scale 1:24,000 ; $b polyconic projection $c (W 105°15ʹ00ʺ--W 105°07ʹ30ʺ/N 37°22ʹ30ʺ--N 37°15ʹ00ʺ).		\\\\ $a 1 map ; $c 58 x 47 cm, on sheet 84 x 107 cm, folded in envelope 30 x 24 cm.	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights.	\\0 $a Geology $z Colorado $z Costilla County $v Maps. | \\0 $a Geology $z Colorado $z Huerfano County $v Maps. | \\0 $a Geology $z Colorado $z Las Animas County $v Maps. | \\7 $a Geology. $2 fast $0 (OCoLC)fst00940627	\\7 $a Maps. $2 fast $0 (OCoLC)fst01423704			
9911160673402124	20160830093019.0	1\\	a	24000	W1052230	W1051500	N0372230	N0371500							\\\\ $a (OCoLC)35799868 | \\\\ $9 AVQ5451UW | \\\\ $a (WU)3762631-uwmadisondb | \\\\ $a (OCoLC)35799868 $z (OCoLC)707361964 | \\\\ $a (OCoLC)ocm35799868  | \\\\ $a (EXLNZ-01UWI_NETWORK)999801315002121 | \\\\ $a (01UWI_ML)9911160673402124	2\\ $a Geological Survey (U.S.).	10 $a Geologic map of the Ojito Peak quadrangle, Costilla County, Colorado / $c U.S. Department of the Interior, U.S. Geological Survey ; by Alan R. Wallace and Sandra J. Soulliere.		\\\\ $a Scale 1:24,000 ; $b polyconic projection $c (W 105°22ʹ30ʺ--W 105°15ʹ00ʺ/N 37°22ʹ30ʺ--N 37°15ʹ00ʺ).		\\\\ $a 1 map ; $c 58 x 47 cm, on sheet 102 x 105 cm, folded in envelope 30 x 24 cm.	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights.	\\0 $a Geology $z Colorado $z Costilla County $v Maps. | \\7 $a Geology. $2 fast $0 (OCoLC)fst00940627	\\7 $a Maps. $2 fast $0 (OCoLC)fst01423704			
9911160703402124	20130326120653.0	1\\	a	24000	W1163500	W1162230	N0365500	N0364230							\\\\ $a (OCoLC)34434394 | \\\\ $9 AUX6084UW | \\\\ $a (WU)3594892-uwmadisondb | \\\\ $a (EXLNZ-01UWI_NETWORK)999785619002121 | \\\\ $a (01UWI_ML)9911160703402124	2\\ $a Geological Survey (U.S.).	10 $a Map showing fault activity in the Yucca Mountain area, Nye County, Nevada / $c U.S. Department of the Interior, U.S. Geological Survey ; by F.W. Simonds ... [and others] ; prepared in cooperation with the U.S. Department of Energy.		\\\\ $a Scale 1:24,000 $c (W 116₋p0₋s35ʹ00ʺ--W 116₋p0₋s22ʹ30ʺ/N 36₋p0₋s55ʹ00ʺ--N 36₋p0₋s42ʹ30ʺ)	\\1 $a Reston, VA : $b The Survey ; $a Denver, CO : $b For sale by Information Services, $c 1995.	\\\\ $a 1 map : $b color ; $c 99 x 78 cm., on sheet 105 x 137 cm., folded in envelope 30 x 24 cm.	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights. | \\\\ $a Includes text, bibliography, 2 index maps, 1 ancillary map, 1 location diagram, and 2 tables.	\\0 $a Faults (Geology) $z Nevada $z Nye County $v Maps. | \\0 $a Faults (Geology) $z Nevada $z Yucca Mountain Region $v Maps.		1\\ $a United States. $b Department of Energy.		
9911160923402124	19990604123926.0	1\\	a	100000	W1120000	W1110000	N0420000	N0413000							\\\\ $a (OCoLC)34373908 | \\\\ $9 AUX6043UW | \\\\ $a (WU)3594851-uwmadisondb | \\\\ $a (EXLNZ-01UWI_NETWORK)999785631902121 | \\\\ $a (01UWI_ML)9911160923402124	2\\ $a Geological Survey (U.S.).	10 $a Geologic map of the Logan 30ʹ x 60ʹ quadrangle, Cache and Rich counties, Utah, and Lincoln and Uinta counties, Wyoming / $c U.S. Department of the Interior, U.S. Geological Survey ; by J.H. Dover.		\\\\ $a Scale 1:100,000 ; $b universal transverse Mercator proj. $c (W 112₋p0₋s00ʹ--W 111₋p0₋s00ʹ/N 42₋p0₋s00ʹ--N 41₋p0₋s30ʹ)	\\1 $a Reston, VA : $b The Survey ; $a Denver, CO : $b For sale by Information Services, $c 1995.	\\\\ $a 1 map : $b color ; $c 56 x 83 cm., on sheet 94 x 145 cm., folded in envelope 30 x 24 cm.	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights. | \\\\ $a Includes text, bibliography, 1 location map, 2 index maps, 3 cross sections, and 1 table.	\\0 $a Geology $z Utah $z Cache County $v Maps. | \\0 $a Geology $z Utah $z Rich County $v Maps. | \\0 $a Geology $z Wyoming $z Lincoln County $v Maps. | \\0 $a Geology $z Wyoming $z Uinta County $v Maps.				
9911160973402124	20151204111648.0	1\\	a	10000000	E0900000	W1600000	N0150000	S0700000							\\\\ $a (OCoLC)34499096 | \\\\ $9 AUX6456UW | \\\\ $a (WU)3595263-uwmadisondb | \\\\ $a (OCoLC)34499096 $z (OCoLC)36339664 $z (OCoLC)223029853 | \\\\ $a (OCoLC)ocm34499096  | \\\\ $a (EXLNZ-01UWI_NETWORK)999785638302121 | \\\\ $a (01UWI_ML)9911160973402124	2\\ $a Geological Survey (U.S.).	10 $a Natural hazards potential map of the circum-Pacific region. $p Southwest quadrant / $c U.S. Department of the Interior, U.S. Geological Survey ; R.W. Johnson, Chair [and others] ; prepared by Circum-Pacific Council for Energy and Mineral Resources, Circum-Pacific Map Project.		\\\\ $a Scale [ca. 1:10,000,000]. Map center point: latitude 35°S, longitude 135°E ; $b Lambert azimuthal equal area projection $c (E 90°--W 160°/N 15°--S 70°).	\\1 $a Reston, Va. : $b The Survey ; $a Denver, CO : $b For sale by Branch of Distribution, $c 1995.	\\\\ $a 1 map : $b color ; $c 95 x 125 cm, on sheet 104 x 137 cm, folded in envelope 30 x 24 cm + $e 1 text (60 pages : illustrations, maps ; 28 cm).	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Depths shown by isolines. | \\\\ $a Includes text, 1 ancillary map, and 1 location diagram. | \\\\ $a Shipping list no.: 96-0022-P (Text).	\\0 $a Hazardous geographic environments $z Pacific Area $v Maps. | \\7 $a Hazardous geographic environments. $2 fast $0 (OCoLC)fst00952182	\\7 $a Maps. $2 fast $0 (OCoLC)fst01423704	2\\ $a Circum-Pacific Council for Energy and Mineral Resources. | 2\\ $a Circum-Pacific Map Project.		
9911161113402124	20140604115250.0	1\\	a	24000	W1044500	W1043500	N0422230	N0421500							\\\\ $a (OCoLC)38186736 | \\\\ $9 AXC4173UW | \\\\ $a (WU)4118635-uwmadisondb | \\\\ $a (EXLNZ-01UWI_NETWORK)999834578102121 | \\\\ $a (01UWI_ML)9911161113402124	2\\ $a Geological Survey (U.S.).	10 $a Geologic map of Precambrian rocks along part of the Hartville Uplift, Guernsey and Casebier Hill quadrangles, Platte and Goshen counties, Wyoming / $c U.S. Department of the Interior, U.S. Geological Survey ; by P.K. Sims ... [and others] ; with a section on Geochronology of post-tectonic intrusive rocks by Zell E. Peterman.		\\\\ $a Scale 1:24,000 ; $b polyconic proj. $c (W 104₋p0₋s45ʹ00ʺ--W 104₋p0₋s35ʹ00ʺ/N 42₋p0₋s22ʹ30ʺ--N 42₋p0₋s15ʹ00ʺ).	\\1 $a [Reston, VA] : $b The Survey ; $a Denver, CO : $b For sale by U.S. Geological Survey Information Services, $c 1997.	\\\\ $a 1 map : $b color ; $c 58 x 62 cm., on sheet 83 x 79 cm., folded in envelope 30 x 24 cm + $e 1 pamphlet (18 pages ; 28 cm.)	\\\\ $a cartographic image $b cri $2 rdacontent	\\\\ $a Relief shown by contours and spot heights. | \\\\ $a Includes 2 index maps and 1 colored cross section.	\\0 $a Geology, Structural $z Wyoming $z Platte County $v Maps. | \\0 $a Geology, Structural $z Wyoming $z Goshen County $v Maps. | \\0 $a Geology, Stratigraphic $y Precambrian $v Maps.				
